"name","neighbourhood_group","neighbourhood","room_type","price"
"Beautiful 2 BR Apt. In Most Convenient Spot","Manhattan","Upper West Side","Private room",300
"Private Apt near Ferry to NYC and Park with Lake","Staten Island","Silver Lake","Entire home/apt",100
"Hipster's Haven @ The Carriage House on Dean","Brooklyn","Crown Heights","Private room",120
"Luxury UWS 1 Bed w/ Gym, Laundry, Rooftop #6128","Manhattan","Upper West Side","Entire home/apt",185
"Sunny City Retreat","Manhattan","Harlem","Private room",70
"Sunlit Design Loft 2bdroom","Brooklyn","Williamsburg","Entire home/apt",213
"SUMMER  RENTAL 1BDR ON THE OCEAN IN BROOKLYN $3200","Brooklyn","Manhattan Beach","Entire home/apt",110
"Charming Room in Prospect Heights!","Brooklyn","Crown Heights","Private room",50
"Private Master Bedroom by Emmons","Brooklyn","Sheepshead Bay","Private room",68
"Idyllic Studio in Williamsburg","Brooklyn","Williamsburg","Entire home/apt",225
"Stunning & Unique Duplex - Great Value","Manhattan","Midtown","Entire home/apt",355
"Cozy Room in Clinton Hill, Bk","Brooklyn","Bedford-Stuyvesant","Private room",70
"Comfy room in beautiful apartment","Brooklyn","Bushwick","Private room",40
"Very clean two-bedroom apt. in Bensonhurst, Bklyn!","Brooklyn","Gravesend","Entire home/apt",95
"Entire Cozy studio","Queens","Woodhaven","Entire home/apt",91
"Modern Apartment in east village","Manhattan","East Village","Entire home/apt",101
"Gorgeous and Spacious Loft in Midtown","Manhattan","Midtown","Entire home/apt",1107
"Tailored Studio in Williamsburg BK","Brooklyn","Williamsburg","Entire home/apt",125
"Junior 1 bedroom apartment in Midtown West","Manhattan","Hell's Kitchen","Entire home/apt",100
"1 bedroom in a super cute 2 bed","Brooklyn","Williamsburg","Private room",100
"West Harlem Room - 1 Block from the Subway","Manhattan","Harlem","Private room",90
"Near Hospitals! Studio in Midtown w/in-unit Washer","Manhattan","Hell's Kitchen","Entire home/apt",282
"ENTIRE  1 BEDROOM WITH BACKYARD IN FOREST HILLS","Queens","Forest Hills","Entire home/apt",128
"Amazing Room at Brooklyn Near Subway Station","Brooklyn","Bedford-Stuyvesant","Private room",65
"Williamsburg ground zero apartment","Brooklyn","Williamsburg","Entire home/apt",180
"Beautiful Brownstone Apt.","Manhattan","Harlem","Entire home/apt",75
"Private NEW Bedroom in Greenpoint","Brooklyn","Greenpoint","Private room",48
"AG's palace 2","Brooklyn","Canarsie","Private room",93
"Furnished Room  Bushwick 3Br/2Bth Dekalb/Jefferson","Brooklyn","Bushwick","Private room",50
"Live + Work + Stay + Easy | 1BR in New York","Manhattan","Kips Bay","Entire home/apt",348
"Bed-Stuy modern private room near Williamsburg","Brooklyn","Bedford-Stuyvesant","Private room",52
"Heart of LES + Patio","Manhattan","Lower East Side","Entire home/apt",225
"Spacious Living in the Heart of Upper West Side","Manhattan","Upper West Side","Private room",94
"Charming  pre war Brownstone.","Brooklyn","Bedford-Stuyvesant","Private room",200
"Great energy, XL,clean, plants, comfortable bed,","Manhattan","Harlem","Private room",86
"Spacious Greenpoint Duplex w/Yard","Brooklyn","Greenpoint","Entire home/apt",115
"BEAUTIFUL ROOM IN BKLYN BROWNSTONE","Brooklyn","Bedford-Stuyvesant","Private room",109
"Your home away from home...","Manhattan","Inwood","Private room",115
"Beautiful & Bright One bedroom in Manhattan UES","Manhattan","Upper East Side","Entire home/apt",199
"Enormous bedroom in UWS 2-bed","Manhattan","Upper West Side","Private room",90
"Furnished Junior 1 Bdr  Suite in the heart of NYC","Manhattan","Murray Hill","Entire home/apt",135
"Spacious family House in Old Neighborhood","Brooklyn","Bay Ridge","Entire home/apt",250
"Far West Village loft","Manhattan","West Village","Entire home/apt",125
"Private Bedroom in Williamsburg","Brooklyn","Williamsburg","Private room",88
"Furnished Studio in Midtown West","Manhattan","Hell's Kitchen","Entire home/apt",115
"Rustic private room with huge shared living space","Manhattan","Nolita","Private room",82
"[Priv Rooftop] Sunny-Spacious duplex Penthouse","Brooklyn","Bedford-Stuyvesant","Entire home/apt",200
"LOFT Studio Apt - Queen + Pull Out Couch - Deal","Brooklyn","Bedford-Stuyvesant","Entire home/apt",130
"Sunny, spacious 2 bedroom in upper Manhattan","Manhattan","Washington Heights","Entire home/apt",160
"Short term sublet","Brooklyn","Prospect Heights","Entire home/apt",125
"PRIVATE BEDROOM IN NEW YORK CITY! MANHATTAN","Manhattan","Harlem","Private room",75
"Park Slope Townhouse TOP FLOOR","Brooklyn","South Slope","Entire home/apt",190
"Comfortable, Cheap Space!","Queens","Flushing","Shared room",25
"Stunning 2-people shared close to M train","Queens","Ridgewood","Shared room",28
"1 BR Modern Luxury Apart w W/D Steps From Park","Manhattan","Upper West Side","Entire home/apt",172
"Sunny, quiet and comfy apartment with stoop access","Brooklyn","Clinton Hill","Entire home/apt",150
"Chic Apt in the Heart of Williamsburg","Brooklyn","Williamsburg","Entire home/apt",225
"Dominiques NYC cosy 4 bedrm Crashpad* Metro* slp9","Bronx","Eastchester","Entire home/apt",229
"Beautiful Tribeca Loft","Manhattan","Tribeca","Entire home/apt",500
"Charming Harlem Townhouse Minutes from Midtown","Manhattan","Harlem","Entire home/apt",165
"2 Bedroom, UES","Manhattan","Upper East Side","Entire home/apt",120
"Large Wiliamsburg Private Bedroom","Brooklyn","Williamsburg","Private room",63
"The Paul Hotel Chelsea-Sleeps 4 w/outside Terrace","Manhattan","Midtown","Private room",323
"🌟1 Bed in a 2-Bed Female Dorm Room, ONLY WOMEN","Queens","Corona","Shared room",30
"Sunny and cozy private room in Bed-Stuy (Brooklyn)","Brooklyn","Bedford-Stuyvesant","Private room",64
"UWS Artist’s 1 Bedroom Home—Whimsical and Unique!","Manhattan","Upper West Side","Entire home/apt",110
"queens get away!!","Queens","Laurelton","Private room",55
"1 br. studio duplex,  Park Slope/Gowanus, Brooklyn","Brooklyn","Park Slope","Entire home/apt",130
"Elegant Ground Floor Garden Apartment","Brooklyn","Crown Heights","Entire home/apt",120
"Chateau Le Hamilton Heights","Manhattan","Harlem","Entire home/apt",82
"Private Room in Midtown Manhattan","Manhattan","Hell's Kitchen","Private room",79
"Beautiful studio in Flatbush","Brooklyn","East Flatbush","Entire home/apt",150
"Private Room in Apartment You Can Rent in Brooklyn","Brooklyn","East New York","Private room",52
"Shared living room near subway only for guys","Brooklyn","Bay Ridge","Shared room",18
"Bright Comfy Room in East Village","Manhattan","East Village","Private room",76
"Spacious brownstone apt in Park Sl","Brooklyn","Park Slope","Entire home/apt",120
"Crown Heights Hideaway","Brooklyn","Crown Heights","Private room",40
"Spacious apt in hip Williamsburg","Brooklyn","Williamsburg","Entire home/apt",85
"Spacious, well-decorated bedroom in West Harlem","Manhattan","Harlem","Private room",70
"Beautiful & Spacious apartment in BK Heights","Brooklyn","Brooklyn Heights","Entire home/apt",70
"Covid Discount.NY Home in a multicultural setting!","Queens","Elmhurst","Entire home/apt",85
"Cosy & Quiet BD in Central Harlem","Manhattan","Harlem","Private room",65
"Elegant Parlor Floor in 19th Century Townhouse","Manhattan","Greenwich Village","Entire home/apt",700
"East Village Studio Apartment","Manhattan","East Village","Entire home/apt",93
"Home away from Home","Queens","Rego Park","Private room",240
"Cozy comfortable studio perfect for exploring!","Brooklyn","Park Slope","Entire home/apt",100
"Flynndeezy Lodging","Queens","Jamaica","Private room",68
"Sunshine & Cozy Bedtime in Brooklyn","Brooklyn","Bedford-Stuyvesant","Private room",65
"Cozy Room in Vibrant Neighborhood Near Everything","Manhattan","Upper West Side","Private room",73
"Lin","Brooklyn","Borough Park","Private room",60
"The Lioness Den 2","Manhattan","Harlem","Private room",99
"Art Lover’s Dream! Chelsea Delight!","Manhattan","Chelsea","Private room",57
"Chooklyn Farms: Private Room & Patio","Brooklyn","Clinton Hill","Private room",64
"138 Bowery Studio Suite","Manhattan","Little Italy","Entire home/apt",140
"Private 2 room apartment in the East village","Manhattan","East Village","Private room",171
"Spacious Oasis in Brooklyn Brownstone -5★ Location","Brooklyn","Bedford-Stuyvesant","Private room",72
"Spacious 2 bedroom & private roof in Williamsburg","Brooklyn","Williamsburg","Entire home/apt",300
"Manhattan luxury Apartment with amazing view","Manhattan","Chelsea","Entire home/apt",350
"Cirlu Pride","Brooklyn","Crown Heights","Entire home/apt",65
"Private room in bright Greenpoint apartment","Brooklyn","Greenpoint","Private room",52
"Large Sunny apartment","Bronx","Concourse Village","Shared room",31
"Artsy spacious 1BR in Williamsburg","Brooklyn","Williamsburg","Private room",150
"Master Bedroom in Clinton Hill","Brooklyn","Bedford-Stuyvesant","Private room",100
"Greenwich village 1 bedroom - spacious!","Manhattan","SoHo","Entire home/apt",180
"Brooklyn Loft, 180 degree views","Brooklyn","Williamsburg","Private room",150
"Amazing large private room in Brooklyn loft home!!","Brooklyn","Bushwick","Private room",35
"Calming & Bright 1 BR Apt in Harlem 270 5R-F","Manhattan","Harlem","Entire home/apt",93
"Pleasant Place Rooms  JFK Private Housings Complex","Queens","Springfield Gardens","Private room",65
"Greenpoint Gem With Lovely Patio and Backyard!","Brooklyn","Greenpoint","Entire home/apt",55
"Heart of downtown Manhattan","Manhattan","Little Italy","Entire home/apt",250
"HEART OF MANHATTAN NEW YORK TIMES SQUARE! NEW YORK","Manhattan","Hell's Kitchen","Entire home/apt",315
"Vibrant Private BR in Fort Greene","Brooklyn","Fort Greene","Private room",54
"BRAND NEW High End Quality 1br~W&D~SKYLIGHT","Manhattan","Upper East Side","Entire home/apt",225
"Where Cozy, Convenience and Location Meets","Bronx","Wakefield","Entire home/apt",90
"Tranquil Haven-8 mins to JFK/LIRR /Air Train Rm.#3","Queens","Jamaica","Private room",60
"Mini 1BR SUITE near TIME Square-steps to subway","Manhattan","Hell's Kitchen","Entire home/apt",102
"Perfect Stay to see all of Manhattan Sites","Queens","Long Island City","Private room",70
"Cozy One Bedroom in Lenox Hill, Upper East Side, near Hospitals","Manhattan","Upper East Side","Entire home/apt",223
"Colorful Artist Apartment in Park Slope Brooklyn","Brooklyn","South Slope","Entire home/apt",146
"Cozy vintage style Studio Apt in Clinton Hill","Brooklyn","Bedford-Stuyvesant","Entire home/apt",113
"Bright 1Br * Midtown Prime * Elevator Building 3","Manhattan","Midtown","Entire home/apt",190
"Centrally Located Chic Manhattan Apartment","Manhattan","Kips Bay","Entire home/apt",100
"Bright, Spacious Studio in the Heart of Harlem","Manhattan","Harlem","Entire home/apt",86
"Cozy quiet room","Brooklyn","Bedford-Stuyvesant","Private room",89
"Two full  beds Room","Manhattan","Hell's Kitchen","Private room",121
"83rd ST: Private and Quiet Haven Upper East APT","Manhattan","Upper East Side","Entire home/apt",350
"1000 sq ft Beautiful Living Studio near Park!","Queens","Flushing","Entire home/apt",98
"Spacious 1-Bedroom Apartment in Greenwich Village","Manhattan","Greenwich Village","Entire home/apt",200
"Spacious and bright private bedroom in LES","Manhattan","Lower East Side","Private room",108
"1 BR Apartment","Manhattan","Upper East Side","Entire home/apt",264
"Newly renovated apartment in Bensonhurst, Brooklyn","Brooklyn","Bensonhurst","Private room",70
"Friendly space!","Brooklyn","Crown Heights","Private room",30
"Studio /Basement in Astoria 24min from TimesSquare","Queens","Ditmars Steinway","Entire home/apt",100
"Spacious Williamsburg Retreat","Brooklyn","Williamsburg","Entire home/apt",120
"NEW Modern Room","Brooklyn","Bedford-Stuyvesant","Private room",51
"Monthly rental of guest room,limited kitchen use","Brooklyn","Brooklyn Heights","Entire home/apt",100
"20mins from Union Square:)Bushwick,Brooklyn,Lline","Brooklyn","Bushwick","Private room",49
"Cool studio in midtown Manhattan","Manhattan","Murray Hill","Entire home/apt",125
"A real New York experience","Manhattan","Upper West Side","Entire home/apt",315
"Modern private room, 25 mins to MANHATTAN 2","Queens","Ridgewood","Private room",47
"Modern Oasis in the Village","Manhattan","SoHo","Entire home/apt",350
"Cozy 2BR in the heart of Nolita","Manhattan","Nolita","Private room",350
"Comfy and Clean Room right by Columbia University","Manhattan","Morningside Heights","Private room",60
"Queens room for 1 person","Queens","Elmhurst","Private room",48
"Private room with a balcony on the water","Queens","Long Island City","Private room",200
"Near A/C/L/3 trains! Two comfy beds, good vibes.","Brooklyn","Brownsville","Private room",35
"Small Private Room - 1 Bed - Great Location","Queens","Middle Village","Private room",47
"Cozy Hidden Gem Near All","Brooklyn","Prospect-Lefferts Gardens","Entire home/apt",89
"Sunny 2 bedroom apartment in beautiful Park Slope!","Brooklyn","Windsor Terrace","Entire home/apt",171
"To Be Young & Alive in NYC | Room Winter","Brooklyn","Crown Heights","Private room",55
"Cozy Room with Private Bathroom in Ridgewood","Queens","Ridgewood","Private room",75
"Best deal in Times Square","Manhattan","Theater District","Private room",120
"NYC Best Location Minutes Times Square","Manhattan","Harlem","Private room",59
"Gorgeous Spacious Duplex Apartment in Brooklyn","Brooklyn","Williamsburg","Entire home/apt",224
"Brooklyn's Best - Sun, Air, & Style #10327","Brooklyn","Bushwick","Entire home/apt",350
"New Renovate in 2019 & Everything is New","Manhattan","Inwood","Private room",39
"Large Private Room with Courtyard","Brooklyn","Williamsburg","Private room",49
"601 - Bright 2 BR unit in luxury amenity building","Manhattan","Upper East Side","Entire home/apt",175
"Sunlit Private Room One Block off Subway (3 & 4)","Brooklyn","Crown Heights","Private room",71
"Spacious Upper East Side Pvt. Room","Manhattan","Upper East Side","Private room",55
"Brooklyn's 3 Bedroom... Home Away From Home","Brooklyn","Brownsville","Entire home/apt",236
"Heart of Williamsburg, Brooklyn!","Brooklyn","Williamsburg","Private room",65
"Yellow Basic Private Room for 1 (READ ALL RULES)","Manhattan","Washington Heights","Private room",49
"Home Away From Home. Sunny, Spacious 1BR Apartment","Brooklyn","Brooklyn Heights","Entire home/apt",120
"Brownstone garden 2 bedroom duplex, Central Park","Manhattan","Upper West Side","Entire home/apt",202
"“Beautiful space”  Airport JFK  Medical Student","Queens","Bayswater","Private room",55
"Financial District Luxury Experience","Manhattan","Financial District","Private room",310
"Your peaceful pied-à-terre in energetic Manhattan","Manhattan","Financial District","Entire home/apt",175
"Artistic n Funky 1BD by the Park!","Manhattan","East Harlem","Entire home/apt",120
"Home away from home,clean and cozy.","Brooklyn","Bedford-Stuyvesant","Private room",65
"1bock away from the heart of rockaway beach","Queens","Rockaway Beach","Private room",110
"Large Triplex in Brownstone","Brooklyn","Clinton Hill","Entire home/apt",515
"Modern Pad in Prime Williamsburg!","Brooklyn","Williamsburg","Entire home/apt",250
"Outdoor Oasis & Private Retreat Ctr. in Ft. Greene","Brooklyn","Clinton Hill","Entire home/apt",250
"Home away from home in NYC","Manhattan","East Village","Private room",70
"Amazing Space in the Heart of Williamsburg","Brooklyn","Williamsburg","Entire home/apt",60
"Beautiful 2 Double Bed Hotel Room","Manhattan","Financial District","Private room",163
"Gorgeous Modern Private Room! *Not a Shared Space*","Brooklyn","East Flatbush","Private room",123
"Room for rent for your stay.","Queens","Howard Beach","Private room",140
"shared space with Great location!!!","Brooklyn","Sheepshead Bay","Shared room",40
"Sunny and Beautiful UWS 1BDRM","Manhattan","Upper West Side","Entire home/apt",150
"Perfect UWS Apartment","Manhattan","Upper West Side","Entire home/apt",175
"Room 6mins by foot Roosevelt Ave, Jackson Heights","Queens","Woodside","Private room",42
"Bright and cosy apartment in the heart of the city","Manhattan","Lower East Side","Entire home/apt",160
